web-scraper-order,web-scraper-start-url,single,single-href,title,price,info,rating,instock,asin,bestseller,dimension,img1-src
1669911077-81,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7088 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, schwarz",https://www.amazon.de/HERMA-7088-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B084XLDX5S/ref=sr_1_178?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-178,"HERMA 7088 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, schwarz",,Extra starke Hefthülle aus stabilem Papier im DIN A5 Format mit Beschriftungsfeld,5.0 von 5,,B084XLDX5S,"Nr. 370,327 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 600 in Buchumschläge & Heftumschläge",‎30.4 x 21.2 x 0.02 cm; 10 Gramm,
1669911081-82,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Pelikan Textmarker Premium Textmarker Inchiosto Flourescente Blister Convenzio 4 Marker (3 gelb + 1 Dreh), 4006071",https://www.amazon.de/Pelikan-Textmarker-Inchiosto-Flourescente-Convenzio/dp/B089DMDVTJ/ref=sr_1_177?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-177,"Pelikan Textmarker Premium Textmarker Inchiosto Flourescente Blister Convenzio 4 Marker (3 gelb + 1 Dreh), 4006071","9,56€",Info zu diesem Artikel,4.0 von 5,Auf Lager.,B089DMDVTJ,"Nr. 121,541 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 675 in Textmarker",‎2.3 x 10 x 21.5 cm; 96 Gramm,
1669911084-83,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Suck UK Elephant Stapler | Elephant Gifts & Desk Accessories for Animal Lovers | Unforgettable Office Desk Stationery | Wooden Elephant Ornament | Practical & Decorative Home Accessories | Large,https://www.amazon.de/UK-Accessories-Unforgettable-Stationery-Decorative/dp/B09LVVLVGH/ref=sr_1_176?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-176,Suck UK Elephant Stapler | Elephant Gifts & Desk Accessories for Animal Lovers | Unforgettable Office Desk Stationery | Wooden Elephant Ornament | Practical & Decorative Home Accessories | Large,"38,01€",Info zu diesem Artikel,4.2 von 5,Nur noch 8 auf Lager (mehr ist unterwegs).,B09LVVLVGH,"Nr. 263,241 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,193 in Manuelle Hefter",‎8.64 x 14.99 x 12.95 cm; 544.31 Gramm,
1669911087-84,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7054 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, weiß",https://www.amazon.de/7054-Heftumschlag-Beschriftungsfeld-Heftschoner-Schulhefte/dp/B07SY8SK6M/ref=sr_1_175?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-175,"HERMA 7054 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, weiß",,Extra starke Hefthülle aus stabilem Papier im DIN A5 Format mit Beschriftungsfeld,3.5 von 5,,B07SY8SK6M,"Nr. 191,665 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 330 in Buchumschläge & Heftumschläge",‎30.4 x 21.2 x 0.02 cm; 10 Gramm,
1669911091-85,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kores Magnetischer White Board Schwamm, verschiedene Farben, trocken abwischbar, 110 x 55 x 20 mm, 20861",https://www.amazon.de/Kores-Magnetischer-Schwamm-verschiedene-abwischbar/dp/B08JM51LG8/ref=sr_1_174?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-174,"Kores Magnetischer White Board Schwamm, verschiedene Farben, trocken abwischbar, 110 x 55 x 20 mm, 20861","3,26€","Produkt: Kores Whiteboard Schwämme haben ein einmaliges und komfortables Desing, einfach am Whiteboard befestigen und alle trocken wischbaren Oberflächen in der Schule, zuhause oder im Büro mit Leichtigkeit reinigen",4.2 von 5,Auf Lager.,B08JM51LG8,"Nr. 8,881 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 54 in Whiteboards",‎2.3 x 6 x 11 cm; 24 Gramm,
1669911095-86,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"3 A5 Notizblöcke für Termine, Wochenplaner, to do Listen und vieles mehr - Notizen frei gestalten - Tagesplaner und Wochenplaner Aquarell 1 - Ideal für Schule, Uni und Haushalt - Notizblock Set 22",https://www.amazon.de/Notizbl%C3%B6cke-Termine-Wochenplaner-Listen-vieles/dp/B09RPC3WRD/ref=sr_1_173?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-173,"3 A5 Notizblöcke für Termine, Wochenplaner, to do Listen und vieles mehr - Notizen frei gestalten - Tagesplaner und Wochenplaner Aquarell 1 - Ideal für Schule, Uni und Haushalt - Notizblock Set 22","10,84€",Info zu diesem Artikel,4.8 von 5,Nur noch 12 auf Lager,B09RPC3WRD,"Nr. 7,823 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 11 in Planungsblöcke & Umschläge",,
1669911098-87,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kores - K-Marker XW2: Bunte Whiteboard Marker mit Keilspitze, trocken abwischbar und nahezu geruchslose Tinte, Schul- und Bürobedarf, Set aus 10 Sortierten Farben",https://www.amazon.de/Kores-M20801-Wei%C3%9Fwandmarker-in-Sonderfarben/dp/B071F9BYBR/ref=sr_1_172?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-172,"Kores - K-Marker XW2: Bunte Whiteboard Marker mit Keilspitze, trocken abwischbar und nahezu geruchslose Tinte, Schul- und Bürobedarf, Set aus 10 Sortierten Farben",,Info zu diesem Artikel,3.5 von 5,,B071F9BYBR,"Nr. 133,938 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 622 in Weißwandstifte",‎14.7 x 2.2 x 11.3 cm; 160 Gramm,
1669911103-88,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Friends Rucksack Schule, Schulrucksack Mädchen und Jungen, Rucksack Kinder Teenager und Erwachsene, Damen Rucksack Schwarz, Reise Schule und Uni Schultasche, Geschenke für Teenager Mädchen",https://www.amazon.de/Rucksack-Schulrucksack-Erwachsene-Schultasche-Geschenke/dp/B08F2QJ8Z2/ref=sr_1_174?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-174,"Friends Rucksack Schule, Schulrucksack Mädchen und Jungen, Rucksack Kinder Teenager und Erwachsene, Damen Rucksack Schwarz, Reise Schule und Uni Schultasche, Geschenke für Teenager Mädchen","11,99€","FRIENDS SCHWARZ RUCKSACK --- Unsere neue, schwarze Rucksack ist ein original Freunde TV-Show Merchandise und eignet sich für Teenager als Back to School Supplies Zubehöre und geeignet auch als Rucksack für Damen oder Herren. Der Rucksack ist sehr geräumig, mit einem großen Hauptfach, einer Fronttasche mit dem Logo der TV-Show und einer seitlichen Netztasche. Der schwarze Rucksack ist ein perfektes Geschenk für Freunde jeden Alters.",4.6 von 5,Auf Lager.,,,,https://m.media-amazon.com/images/I/91i19tLCZdL._AC_UL1500_.jpg
1669911106-89,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Black n Red Spiralbuch 90 g/m² liniert 140 Seiten A4 5 Stück,https://www.amazon.de/Black-Red-Spiralbuch-liniert-Seiten/dp/B06XSXYHWF/ref=sr_1_173?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-173,Black n Red Spiralbuch 90 g/m² liniert 140 Seiten A4 5 Stück,,Info zu diesem Artikel,4.5 von 5,Auf Lager.,B06XSXYHWF,"Nr. 209,667 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,884 in Fächer- and Ordnungsmappen",‎30 x 22 x 5.5 cm; 2.4 Kilogramm,
1669911109-90,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"8-teilige Farbnotiz-Indexetiketten mit repositionierbaren Pfeilen, Notizbücher, Lesenotizen, Mini-Dateietiketten (Morandi und Farbe)",https://www.amazon.de/Farbnotiz-Indexetiketten-repositionierbaren-Notizb%C3%BCcher-Lesenotizen-Mini-Dateietiketten/dp/B09TZYRGT7/ref=sr_1_172?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-172,"8-teilige Farbnotiz-Indexetiketten mit repositionierbaren Pfeilen, Notizbücher, Lesenotizen, Mini-Dateietiketten (Morandi und Farbe)",,【Ausgezeichnete Qualität】 Unsere Etiketten sind aus hochwertigem PET und können jederzeit und überall verwendet werden.,4.5 von 5,,B09TZYRGT7,"Nr. 61,593 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 726 in Selbstklebende Notizzettel",,
1669911113-91,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Raylu Paper® - Schülerkalender 2022-2023 Tag pro Seite, September 2022 bis August 2023, Größe A5 und Hardcover. Schulmaterial Planer mit Kalender (Blau University)",https://www.amazon.de/Raylu-Paper%C2%AE-Sch%C3%BClerkalender-Hardcover-Schulmaterial/dp/B0B94N5HGW/ref=sr_1_168?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-168,"Raylu Paper® - Schülerkalender 2022-2023 Tag pro Seite, September 2022 bis August 2023, Größe A5 und Hardcover. Schulmaterial Planer mit Kalender (Blau University)","9,41€",Info zu diesem Artikel,4.8 von 5,Auf Lager.,B0B94N5HGW,,,
1669911116-92,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"D/B Kawaii Backpack with Kawaii Accessories,Cute Backpack Set for Girls Boys with Pencil Case,Tote Bag,Sling Backpack,Large-Capacity Cute Accessories Backpack for School, Blue",https://www.amazon.de/Kawaii-Backpack-Accessories-Pencil-Large-Capacity/dp/B09CK5F7GL/ref=sr_1_167?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-167,"D/B Kawaii Backpack with Kawaii Accessories,Cute Backpack Set for Girls Boys with Pencil Case,Tote Bag,Sling Backpack,Large-Capacity Cute Accessories Backpack for School, Blue","28,09€",Info zu diesem Artikel,4.0 von 5,Auf Lager.,B09CK5F7GL,"Nr. 99,169 in Koffer, Rucksäcke & Taschen (Siehe Top 100 in Koffer, Rucksäcke & Taschen) 
  Nr. 860 in Schulranzen",,
1669911118-93,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49169-146 - Federmappe mit Innenklappe, 26 Stiftschlaufen, Reißverschluss, Lines Blue Pink, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49169-146-Schlamperetui-Classic-Stiftschlaufen/dp/B07KST6TQY/ref=sr_1_166?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-166,"Walker 49169-146 - Federmappe mit Innenklappe, 26 Stiftschlaufen, Reißverschluss, Lines Blue Pink, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","18,40€",Info zu diesem Artikel,5.0 von 5,Nur noch 2 auf Lager (mehr ist unterwegs).,B07KST6TQY,"Nr. 166,998 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 2,260 in Stiftköcher",,
1669911121-94,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7030 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, rosa",https://www.amazon.de/HERMA-7030-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B084XLPCBQ/ref=sr_1_165?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-165,"HERMA 7030 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, rosa","1,90€",Extra starke Hefthülle aus stabilem Papier im DIN A5 Format mit Beschriftungsfeld,3.1 von 5,Nur noch 17 auf Lager (mehr ist unterwegs).,B084XLPCBQ,"Nr. 169,562 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 283 in Buchumschläge & Heftumschläge",‎30.4 x 21.2 x 0.02 cm; 10 Gramm,
1669911124-95,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7048 Papier Heftumschlag DIN A4, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, rosa",https://www.amazon.de/HERMA-7048-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B084XLMCPD/ref=sr_1_164?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-164,"HERMA 7048 Papier Heftumschlag DIN A4, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, rosa",,Extra starke Hefthülle aus stabilem Papier im DIN A4 Format mit Beschriftungsfeld,3.7 von 5,,B084XLMCPD,"Nr. 109,519 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 163 in Buchumschläge & Heftumschläge",‎43 x 30.5 x 0.02 cm; 20 Gramm,
1669911126-96,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Pink Floyd - Postkarte Wish You Were Here (in 10,5 cm x 15 cm)",https://www.amazon.de/Pink-Floyd-Postkarte-Wish-Were/dp/B008GKYBBA/ref=sr_1_163?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-163,"Pink Floyd - Postkarte Wish You Were Here (in 10,5 cm x 15 cm)",,Info zu diesem Artikel,4.7 von 5,,B008GKYBBA,"Nr. 103,991 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,953 in Postkarten",,
1669911129-97,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49116-267 - Federmappe mit Innenklappe und Reißverschluss, Faulenzer-Etui Big Wizzard Blue-Ivy-Pink, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49116-267-Rei%C3%9Fverschluss-Schreibtisch-Organizer-B%C3%BCromaterialien/dp/B09QMCM7VZ/ref=sr_1_162?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-162,"Walker 49116-267 - Federmappe mit Innenklappe und Reißverschluss, Faulenzer-Etui Big Wizzard Blue-Ivy-Pink, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","20,90€",Info zu diesem Artikel,5.0 von 5,Nur noch 14 auf Lager,B09QMCM7VZ,"Nr. 166,228 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 3,457 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669911132-98,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"STILORD 'Quinn' Leder Federmäppchen rund Vintage Lederetui Stifte Rolle rundes Federmappe groß Stiftemappe Damen Herren Faulenzer Echtleder, Farbe:schwarz",https://www.amazon.de/STILORD-Federm%C3%A4ppchen-Lederetui-Federmappe-Stiftemappe/dp/B099KJ9SNJ/ref=sr_1_161?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-161,"STILORD 'Quinn' Leder Federmäppchen rund Vintage Lederetui Stifte Rolle rundes Federmappe groß Stiftemappe Damen Herren Faulenzer Echtleder, Farbe:schwarz","16,78€",Info zu diesem Artikel,4.8 von 5,Auf Lager.,,,,
1669911135-99,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7097 Papier Heftumschlag DIN A4, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, braun",https://www.amazon.de/HERMA-7097-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B084XLKNS3/ref=sr_1_160?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-160,"HERMA 7097 Papier Heftumschlag DIN A4, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, braun","2,44€",Extra starke Hefthülle aus stabilem Papier im DIN A4 Format mit Beschriftungsfeld,4.4 von 5,Auf Lager.,B084XLKNS3,"Nr. 181,861 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 310 in Buchumschläge & Heftumschläge",‎43 x 30.5 x 0.02 cm; 20 Gramm,
1669911138-100,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Relaxdays Schreibtischorganizer 5 Ablagen, kleiner Büroorganizer, Metallgeflecht, Stifteköcher, Briefablage, schwarz, 18 x 25.5 x 10.5 cm",https://www.amazon.de/Relaxdays-Schreibtischorganizer-B%C3%BCroorganizer-Metallgeflecht-Stiftek%C3%B6cher/dp/B07BMFYLXH/ref=sr_1_159?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-159,"Relaxdays Schreibtischorganizer 5 Ablagen, kleiner Büroorganizer, Metallgeflecht, Stifteköcher, Briefablage, schwarz, 18 x 25.5 x 10.5 cm","13,57€",Info zu diesem Artikel,4.5 von 5,Auf Lager.,B07BMFYLXH,"Nr. 27,427 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 173 in Utensilienschalen",,
1669911140-101,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Eco Nature - Schreibwaren-Set – Schreibwaren – Schulbedarf & Universität Essentials – Eco Nature natürliche Bleistifte – Kunst und Handwerk – 8 Stück,https://www.amazon.de/eco-nature-Umweltfreundliches-Bleistift-Set-Spruch-Bleistift-Set/dp/B08B9Q5VGS/ref=sr_1_158?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-158,Eco Nature - Schreibwaren-Set – Schreibwaren – Schulbedarf & Universität Essentials – Eco Nature natürliche Bleistifte – Kunst und Handwerk – 8 Stück,"3,87€",Info zu diesem Artikel,4.5 von 5,Auf Lager.,B08B9Q5VGS,"Nr. 125,019 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,554 in Holzbleistifte",‎6 x 1 x 18 cm; 40 Gramm,
1669911143-102,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kores - Whiteboard Reinigerspray für Schule, Büro und Zuhause, Trocken Wischen, Umweltfreundlich, Packung von 1 x 250ml",https://www.amazon.de/Kores-Whiteboard-Reiniger-Pump-Spray-Flasche-250/dp/B008VDOJL4/ref=sr_1_157?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-157,"Kores - Whiteboard Reinigerspray für Schule, Büro und Zuhause, Trocken Wischen, Umweltfreundlich, Packung von 1 x 250ml",,Info zu diesem Artikel,4.5 von 5,,B008VDOJL4,"Nr. 7,597 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 84 in Weißwandstifte",‎5.1 x 5.1 x 19.2 cm; 58.97 Gramm,
1669911146-103,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=7&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Qserd Tote Bag Backpacks School Backpack Combo Set Tote Bag Schoolbag Cute Pendant 4PCS for Girls, Schwarz",https://www.amazon.de/Qserd-Backpacks-Backpack-Schoolbag-Pendant/dp/B09CPQ3HJK/ref=sr_1_156?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911098&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-156,"Qserd Tote Bag Backpacks School Backpack Combo Set Tote Bag Schoolbag Cute Pendant 4PCS for Girls, Schwarz","42,39€",Info zu diesem Artikel,5.0 von 5,Auf Lager.,B09CPQ3HJK,"Nr. 170,195 in Schmuck (Siehe Top 100 in Schmuck) 
  Nr. 19,475 in Armbänder für Damen",,
