web-scraper-order,web-scraper-start-url,single,single-href,title_raw,price_raw,descr_raw,brand_raw,dimensions_raw,colour_raw,dissize_raw,bestsellerranking_raw,ranking_raw,instock_raw,price,dimension,displaysize
1669994220-11,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP 17 - schwarz - 17,3"" FHD - Core i5 1135G7 - 64GB RAM - 1000GB SSD - Windows 11 Pro - Office 2019 Pro #mit Funkmaus +Notebooktasche",https://www.amazon.de/HP-x360-Convertible-Touch-Display-Notebooktasche/dp/B08PZ8VPZD/ref=sr_1_115?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-115,"HP 17 - schwarz - 17,3"" FHD - Core i5 1135G7 - 64GB RAM - 1000GB SSD - Windows 11 Pro - Office 2019 Pro #mit Funkmaus +Notebooktasche","1.219,00€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prozessor: Core i5-1135G7 Quad Core - 4x 2,4GHz - Turbo Boost bis 4x 4,2Ghz - 8MB Cache - 8 Threads - Iris Xe Graphics     Ausstattung: mattes Full-HD IPS Display mit LED-Backlight - Webcam (0,9 MP) - 1x HDMI - 2x USB 3.0 Typ-A - 1x USB 3.0 Typ-C - WLAN 5 (802.11ac) - Bluetooth (4.2) - 1x Kopfhörer/Mikrofon-Kombi-Anschluss - QWERTZ-Tastatur - Ziffernblock     Akku: bis zu 8 Stunden Laufzeit - 3 Zellen - 41 Wattstunden     Lieferumfang: HP 17 - 17,3 Zoll Notebook in Jet Black - Akku - Netzteil - Netzkabel - Funkmaus - Notebooktasche - Vollversion Office 2019 Professional     Herstellergarantie: 24 Monate, Austausch bzw. Reparatur innerhalb von 5 Werktagen oder entsprechend Geld zurück.     
                 › Weitere Produktdetails",‎HP,‎32.4 x 22.5 x 1.8 cm; 2.17 Kilogramm,‎64GB RAM,‎17.3 Zoll,"Nr. 48,122 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 701 in Laptops","4,5 von 5 Sternen     

                       2 Sternebewertungen   
                 

           
      
 4,5 von 5 Sternen",Nur noch 7 auf Lager,1,‎32.4 x 22.5 x 1.8,‎17.3
1669994224-12,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Azeyou Laptop 11.6 Zoll Full HD IPS Display 4GB RAM 64GB eMMC,Windows 10 Ultrabook,Intel Celeron 4020 (mit 2.4/5GHz WiFi,USB 3.0,Bluetooth 4.2) QWERTZ Tastatur Pink",https://www.amazon.de/Azeyou-Display-Ultrabook-Bluetooth-Tastatur/dp/B09W2LJ53B/ref=sr_1_113?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-113,"Azeyou Laptop 11.6 Zoll Full HD IPS Display 4GB RAM 64GB eMMC,Windows 10 Ultrabook,Intel Celeron 4020 (mit 2.4/5GHz WiFi,USB 3.0,Bluetooth 4.2) QWERTZ Tastatur Pink","168,06€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    CPU: Azeyou Laptop ausgestattet mit Intel Celeron N4020 CPU, aufgerüstet auf 2,8 GHz. Mit integrierter UHD 600 GPU exzellentes Multitasking und niedriger Stromverbrauch, hohe Rechenleistung.     Speicher: Notebook hat 4GB RAM LPDDR4 + 64GB SSD, im Vergleich zu emmc-Technologie, die Speichergeschwindigkeit wurde viermal erhöht. micro SD-Erweiterungssteckplatz bis zu 256 GB, eine M.2, die bis zu 512B SSD Erweiterung unterstützt.     Auflösung: Der Laptop verfügt über einen 11,6-Zoll-HD-Bildschirm mit einer Auflösung von 1366 x 768p, einem weiten Betrachtungswinkel von 178° und einer Augenschutztechnologie, die Ihnen maximalen Betrachtungskomfort bietet. Kein Lüfter, kein Lärm, leiser und komfortabler Betrieb.     Akku: Mini UltraBook mit vorinstalliertem Windows 10, 29,6-Wh-Akku, unterstützt bis zu 8 Stunden, qwertz-Tastatur, kann auch um 180 Grad gedreht werden, so dass Ihre Arbeit mehr Komfort     Anschlüsse: Notebook mit USB 3.0*1, USB 2.0*1, Micro SD-Kartensteckplatz, Mini-HDMI, bietet eine Vielzahl von Anschlussmöglichkeiten für externe Geräte. Dual-Band-WiFi, Bluetooth. Mit einem Gewicht von nur 0,92 kg lässt sich das Gerät, das wie ein Buch oder eine Zeitschrift aussieht, leicht in Ihrem Rucksack oder Ihrer Handtasche transportieren.     
                 › Weitere Produktdetails",‎Azeyou,,‎Pink,‎11.6 Zoll,"Nr. 35,719 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 514 in Laptops","3,0 von 5 Sternen     

                       2 Sternebewertungen   
                 

           
      
 3,0 von 5 Sternen",Auf Lager.,168,,‎11.6
1669994227-13,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"JodaBook S17 'Pro' - 17,3"" FHD - Core i7 1260P - 64GB RAM - 2000GB SSD - beleuchtete RGB Tastatur - Aluminium Gehäuse - Windows 11 Pro #mit Funkmaus +Notebooktasche",https://www.amazon.de/JodaBook-S17-Pro-beleuchtete-Notebooktasche/dp/B0BMLHYH97/ref=sr_1_112?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-112,"JodaBook S17 'Pro' - 17,3"" FHD - Core i7 1260P - 64GB RAM - 2000GB SSD - beleuchtete RGB Tastatur - Aluminium Gehäuse - Windows 11 Pro #mit Funkmaus +Notebooktasche","1.719,00€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prozessor: Core i7-1260P Dodeca Core - 4 Performance Kerne (2,1 bis 4,7 GHz) - 8 Effizienzkerne (1,5 bis 3,4 GHz) - 16 Threads - 18MB Cache - Iris Xe Graphics G7     Ausstattung: mattes Full-HD Wide View Angle Display (300 Nits) - Webcam (0,9 MP, 1280x720) - 1x HDMI - 1x Thunderbolt 4 - 1x USB 3.2 Typ-A - 1x USB 3.2 Typ-C - 1x USB 2.0 - Card Reader - 1x RJ45 (LAN) - WLAN 6 (802.11ax) - Bluetooth (5.2) - 1x Kopfhörer/Mikrofon-Kombi-Anschluss - RGB beleuchtete QWERTZ-Tastatur - Ziffernblock     Akku: bis zu 7 Stunden Laufzeit - 3 Zellen - 36 Wattstunden     Lieferumfang: JodaBook S17 'Pro' - 17,3 Zoll Notebook in schwarz - Aluminium Gehäuse - Akku - Netzteil - Netzkabel - Funkmaus - Notebooktasche     Herstellergarantie: 24 Monate, Austausch bzw. Reparatur innerhalb von 5 Werktagen oder entsprechend Geld zurück.     
                 › Weitere Produktdetails",‎JodaBook,,‎I7 1260P - 64GB RAM,‎17.3 Zoll,,"4,6 von 5 Sternen     

                       24 Sternebewertungen   
                 

           
      
 4,6 von 5 Sternen",Nur noch 3 auf Lager,1,,‎17.3
1669994231-14,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP Laptop 17,3 Zoll HD+ Display, Intel Celeron N4120, 8GB DDR4 RAM, 256GB SSD, Intel UHD 600 Grafik, Windows 11, QWERTZ Tastatur, Silber",https://www.amazon.de/HP-Display-Celeron-Windows-Tastatur/dp/B09WZ3KDMS/ref=sr_1_111?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-111,"HP Laptop 17,3 Zoll HD+ Display, Intel Celeron N4120, 8GB DDR4 RAM, 256GB SSD, Intel UHD 600 Grafik, Windows 11, QWERTZ Tastatur, Silber","361,11€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Das HP 17,3 Zoll Laptop hat ein durchdachtes Konzept und ermöglicht durch einen starken Intel Prozessor, schnelle Wi-Fi Technologie und jede Menge Speicherplatz hohe Leistung, Produktivität und Effizienz     Das neue Hebescharnier-Design hebt die Tastatur für eine natürlichere und bequemere Position beim Tippen auf Ihrem Notebook an     Das HP 17 Laptop wird aus nachhaltigen Kunststoffen und recyceltem Altplastik gefertigt     Zuverlässiger, leistungsstarker Prozessor - Ein leistungsstarker Intel Prozessor ermöglicht schnelles und einfaches Multitasking auf Ihrem HP Laptop     Schnelleres Aufladen - Keine langen Ladezeiten mehr, die Arbeit oder Freizeitspaß unterbrechen. Lade den Akku mit HP Fast Charge innerhalb von 45 Minuten auf bis zu 50 %     
                 › Weitere Produktdetails",‎HP,‎25.78 x 40.07 x 2.06 cm; 2.05 Kilogramm,‎Schwarz,‎17.3 Zoll,"Nr. 12,313 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 111 in Normale Laptop-Computer","4,3 von 5 Sternen     

                       392 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Auf Lager.,361,‎25.78 x 40.07 x 2.06,‎17.3
1669994235-15,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP 15 - Silber - 15,6"" FHD - Core i3 1125G4 - 64GB RAM - 1000GB SSD - Windows 11 Pro #mit Funkmaus +Notebooktasche",https://www.amazon.de/HP-15-Windows-Funkmaus-Notebooktasche/dp/B08WHX59L7/ref=sr_1_110?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-110,"HP 15 - Silber - 15,6"" FHD - Core i3 1125G4 - 64GB RAM - 1000GB SSD - Windows 11 Pro #mit Funkmaus +Notebooktasche","809,00€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prozessor: Core i3-1125G4 Quad Core - 4x 2,0GHz - Turbo Boost bis zu 4x 3,7GHz - 8 Threads - 8MB Cache - Iris Xe G4 Graphics     Ausstattung: mattes Full-HD IPS Display mit LED-Backlight - Webcam (0,9 MP) - 1x HDMI - 1x USB 3.0 Typ-C - 2x USB 3.0 Typ-A - Card Reader - 1x RJ45 (LAN) - WLAN 5 (802.11ac) - Bluetooth (4.2) - 1x Kopfhörer/Mikrofon-Kombi-Anschluss - QWERTZ-Tastatur - Ziffernblock     Akku: bis zu 7 Stunden Laufzeit - 3 Zellen - 41 Wattstunden     Lieferumfang: HP 15 - 15,6 Zoll Notebook in Natural Silver - Akku - Netzteil - Netzkabel - Funkmaus - Notebooktasche     Herstellergarantie: 24 Monate, Austausch bzw. Reparatur innerhalb von 5 Werktagen oder entsprechend Geld zurück.     
                 › Weitere Produktdetails",‎HP,‎36 x 23.4 x 1.8 cm; 1.75 Kilogramm,‎Natural Silver,‎15.6 Zoll,"Nr. 171,894 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 3,431 in Laptops","5,0 von 5 Sternen     

                       1 Sternebewertung   
                 

           
      
 5,0 von 5 Sternen",Nur noch 10 auf Lager,809,‎36 x 23.4 x 1.8,‎15.6
1669994239-16,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP 250 G8 Business Laptop 15,6 Zoll Full HD IPS Display, Intel Core i5-1035G1, 8GB DDR4 RAM, 256GB SSD, Intel UHD Grafik, Windows 10 Pro, QWERTZ Tastatur, Silber",https://www.amazon.de/HP-Inc-i5-1035G1-256GB-Win10Pro/dp/B08NXWJZF9/ref=sr_1_108?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-108,"HP 250 G8 Business Laptop 15,6 Zoll Full HD IPS Display, Intel Core i5-1035G1, 8GB DDR4 RAM, 256GB SSD, Intel UHD Grafik, Windows 10 Pro, QWERTZ Tastatur, Silber","433,51€","Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Der HP 250 Laptop unterstützt mobile Arbeitsweisen mit einem schlanken und leichten Design. Das attraktive Display mit schmalem Rand und das große Screen-to-Body-Ratio bieten ausreichend Platz zum Arbeiten und Streamen     Das HP 250 G8 15,6 Zoll Business Notebook ist der Allrounder für Ihre täglichen Aufgaben, die leistungsstarke Hardware bietet Ihnen zuverlässige Performance     Leistung, die alles andere in den Schatten stellt. erleben Sie einen Laptop, der all Ihren Anforderungen gewachsen ist - mit leistungsstarkem Intel-Prozessor der 10. Generation     Mit dem flachen und leichten HP 250 G8 Laptop können Sie dank der langen Akku-Laufzeit flexibel und ortsunabhängig arbeiten. Ob unterwegs, im Büro oder im Homeoffice, mit dem HP 250 G8 sind Sie stets gut gerüstet     HP 250 G8 27J94EA (15,6 Zoll / Full HD IPS) Business Laptop (Intel Core i5-1035G1, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 10 Pro, QWERTZ) Silber     
                 › Weitere Produktdetails",‎HP,‎24.2 x 35.8 x 1.99 cm; 1.74 Kilogramm,‎Silber,‎15.6 Zoll,"Nr. 2,637 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 27 in Normale Laptop-Computer","4,1 von 5 Sternen     

                       83 Sternebewertungen   
                 

           
      
 4,1 von 5 Sternen",Nur noch 9 auf Lager,433,‎24.2 x 35.8 x 1.99,‎15.6
1669994243-17,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP Laptop | 17,3"" HD+ Display | Intel Core i3-1125G4 | 8GB DDR4 RAM | 512GB SSD | Intel UHD Grafik | Windows 11 | QWERTZ Tastatur | Silber",https://www.amazon.de/HP-17-cn0234ng-i3-1125G4-Windows-schwarz/dp/B0992N4F5Y/ref=sr_1_107?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-107,"HP Laptop | 17,3"" HD+ Display | Intel Core i3-1125G4 | 8GB DDR4 RAM | 512GB SSD | Intel UHD Grafik | Windows 11 | QWERTZ Tastatur | Silber","524,01€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    HP 17-cn0234ng Laptop mit 17 Zoll HD+ Dispay, QWERTZ Tastatur, Intel Core i3 Prozessor und schnellem SSD Speicher     Erleben Sie starke Prozessorleistung und meistern Sie die Anforderungen der modernen, digitalen Welt mit Leichtigkeit     Flaches und schönes Notebook mit viel Speicher für Ihre Dateien, einer Tastatur in voller Größe und zwei integrierten Lautsprechern     HP 17 Laptop: das 17 Zoll Notebook mit Hebescharnier-Design für eine bequemere Handposition und starker Hardware hat einen besonders langlebigen Akku zum Arbeiten, Gamen und Streamen ohne Unterbrechungen     HP 17-cn0234ng (17,3 / HD+) Laptop (Intel Core i3-1125G4, 8GB RAM, 512GB SSD, Intel UHD Grafik, Windows 11, QWERTZ) silber     Hinweis: Der Artikel hat keine hintergrundbeleuchtete Tastatur     
                 › Weitere Produktdetails",‎HP,‎25.78 x 40.07 x 2.06 cm; 2.05 Kilogramm,‎Silber,‎17.3 Zoll,"Nr. 5,313 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 50 in Normale Laptop-Computer","4,3 von 5 Sternen     

                       392 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Auf Lager.,524,‎25.78 x 40.07 x 2.06,‎17.3
1669994247-18,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"MSI GS75 9SF-274DE Stealth (43,9 cm/17,3 Zoll/144Hz) Gaming-Laptop (Intel Core i7-9750H, 16GB RAM, 1TB PCIe SSD, Nvidia GeForce RTX2070 8GB, Windows 10 Pro)",https://www.amazon.de/MSI-9SF-274DE-Stealth-Gaming-Laptop-i7-9750H/dp/B07YX87PX8/ref=sr_1_106?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-106,"MSI GS75 9SF-274DE Stealth (43,9 cm/17,3 Zoll/144Hz) Gaming-Laptop (Intel Core i7-9750H, 16GB RAM, 1TB PCIe SSD, Nvidia GeForce RTX2070 8GB, Windows 10 Pro)","MSI GF63 Thin Gaming Laptop | 15.6"" FHD 144 Hz Display | Intel Core i7-11800H | 16GB RAM | 5…","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Intel Core i7-9750H Sechskern Prozessor der 9. Generation (bis zu 4,50 GHz mit Intel Turbo-Boost-Technik 2.0, 12 MB Intel Smart-Cache)     Schnelle NVIDIA GeForce RTX 2070 Max-Q 8 GB GDDR6 VRAM High-End-Grafikkarte mit Ray-Tracing - für ein Spielerlebnis der Spitzenklasse     16 GB schneller DDR4-2666-Arbeitsspeicher - SteelSeries Gaming-Tastatur - RGB Einzeltasten Beleuchtung - Lange Akkulaufzeit von bis zu 8 Stunden     - schnelles 1TB PCI-Express-NVMe-SSD Laufwerk für rasante System- und Programmstarts     Refelexionsarmes 17,3“ Display mit Full-HD-Auflösung, 144-Hz-Technik, 3ms Reaktionszeit, Wide-View-Technik (IPS Level) und True Color (100% sRGB)     Thunderbolt 3 und USB 3.2 Gen 2 für schnellste Datenübertragung - Extra schnelles Killer Gaming-LAN und ac-WLAN mit Killer xTend     Stark & leise Cooler Boost Trinity TripleFan-Kühlung 18,9mm schlankes & leichtes Alu-Gehäuse 2,2KG Dynaudio Soundsystem & Passivradiatoren (mehr Bass)     
                 › Weitere Produktdetails",‎MSI,‎39.6 x 25.9 x 1.89 cm; 2.25 Kilogramm,,‎17.3 Zoll,"Nr. 492,788 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 11,802 in Laptops","5,0 von 5 Sternen     

                       1 Sternebewertung   
                 

           
      
 5,0 von 5 Sternen",Nur noch 1 auf Lager,63,‎39.6 x 25.9 x 1.89,‎17.3
1669994250-19,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"ASUS Vivobook 15 15.6"" FHD Touchscreen Laptop, 11th Gen Intel Core i3-1115G4, 8GB RAM, 256GB PCIe SSD, USB-C, HDMI, Backlit Keyboard, FP Reader, Keypad, Webcam, WiFi, US Version KB, Win 11",https://www.amazon.de/ASUS-Vivobook-Touchscreen-i3-1115G4-Keyboard/dp/B0BG7HQ7QM/ref=sr_1_105?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-105,"ASUS Vivobook 15 15.6"" FHD Touchscreen Laptop, 11th Gen Intel Core i3-1115G4, 8GB RAM, 256GB PCIe SSD, USB-C, HDMI, Backlit Keyboard, FP Reader, Keypad, Webcam, WiFi, US Version KB, Win 11","564,99€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    【It Goes Where You Go】Power dynamic lifestyle With an overall weight under 4 lbs (1.81 kg), the extremely portable ASUS VivoBook 15 is the lightweight laptop that keeps up with your fast-paced lifestyle     【Intel 11th Gen Processor】The powerful 11th Gen Intel Core i3 processor makes you unstoppable with the ability to get tasks done fast with high performance, instant responsiveness and best-in-class connectivity. Smoothly stream 4K content and play your favorite games with Intel UHD Graphics     【Express Your Creativity, Anywhere】Featuring a stunning 15-inch NanoEdge touchscreen, ASUS VivoBook 15 gives you a vast screen area for an immersive viewing experience for work and play, and all the power and precision you need realize your creative vision     【Backlit Full-Size Keyboard】Exactly Your Type The full-size backlit keyboard on the ASUS VivoBook R565 is perfect for working in dim environments. Ergonomically designed, the keyboard's sturdy, one-piece construction and 1.4mm key travel provide a comfortable typing experience     【Multiple Ports Available】1x USB 3.2 Gen 1 Type-C, 1x USB 3.2 Gen 1 Type-A, 2x USB 2.0 Type-A, 1x HDMI, 1x Micro SD Reader, 1x 3.5mm combo audio jack     
                 › Weitere Produktdetails",‎ASUS,‎35.99 x 23.5 x 1.98 cm; 3.63 Kilogramm,,‎15.6 Zoll,,,Nur noch 5 auf Lager,564,‎35.99 x 23.5 x 1.98,‎15.6
1669994254-20,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Dell Latitude 5480 14 Zoll Full HD Laptop Intel Core i5-6300HQ@ bis zu 3,2 GHz 16 GB 512 GB SSD mit Windows 11 Pro & GRATIS Antiviren-Software, PCB3-334991451",https://www.amazon.de/Dell-Latitude-i5-6300HQ-Antiviren-Software-PCB3-334991451/dp/B0B5V5PYZQ/ref=sr_1_104?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-104,"Dell Latitude 5480 14 Zoll Full HD Laptop Intel Core i5-6300HQ@ bis zu 3,2 GHz 16 GB 512 GB SSD mit Windows 11 Pro & GRATIS Antiviren-Software, PCB3-334991451","443,11€","Das Produkt ist generalüberholt, voll funktionsfähig und in ausgezeichnetem Zustand. Unterstützt durch die 1-Jahres-Amazon-Erneuerungsgarantie.  - Dieses gebrauchte Produkt wurde von qualifizierten Verkäufern bei Amazon professionell inspiziert, getestet und gereinigt.  

- Dieses Produkt ist in ""ausgezeichnetem Zustand"". Es weist keine Anzeichen von kosmetischen Schäden auf, die aus einer Entfernung von 30 Zentimetern sichtbar sind. 

- Die Batterie dieses Produkts hat eine Kapazität von mehr als 80 % im Vergleich zu einer neuen Batterie. 

- Das Zubehör ist möglicherweise nicht original, aber es ist kompatibel und voll funktionsfähig. Das Produkt kann in einem generischen Karton geliefert werden. 

- Dieses Produkt kann innerhalb von 1 Jahr nach Erhalt umgetauscht oder erstattet werden, wenn es nicht wie erwartet funktioniert. Hier findest du die Bedingungen.",‎Dell,‎34 x 23 x 2 cm; 1.6 Kilogramm,,‎14 Zoll,"Nr. 115,499 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 704 in Normale Laptop-Computer",,Nur noch 2 auf Lager,443,‎34 x 23 x 2,‎14
1669994257-21,https://www.amazon.de/s?k=laptop&i=computers&page=5&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Aspire 3 (A315-23-R19K) Laptop | 15,6 FHD Display | AMD Athlon Silver 3050U | 8 GB RAM | 128 GB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Tastatur | schwarz",https://www.amazon.de/Acer-A315-23-R19K-Display-Graphics-Tastatur/dp/B09X99Z7CJ/ref=sr_1_102?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994176&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-102,"Acer Aspire 3 (A315-23-R19K) Laptop | 15,6 FHD Display | AMD Athlon Silver 3050U | 8 GB RAM | 128 GB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Tastatur | schwarz","361,11€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    PROZESSOR: AMD Athlon Silver 3050U (2.3GHz bis zu 3.2GHz) GRAFIKKARTE: AMD Radeon Graphics FESTPLATTE: 128 GB M.2 PCIe (SSD) ARBEITSSPEICHER: 8 GB DDR4 RAM     DISPLAY: Dank dem FHD Bildschirm erleben Sie gestochen scharfe Bilder. | WEBCAM: VGA Webcam     ANSCHLÜSSE: 1xHDMI, 2xUSB 3.0, 1xUSB 2.0, 1xEthernet/LAN, 1xAudio Anschluss, KABELLOS: Bluetooth 5.0, WLAN     AKKULAUFZEIT: Bis zu 9 Std. | AKKU: Li-Ion Akku (2 Zellen / 4800 mAh / 36,7 Wh) | ANWENDUNGSBEREICH: Das Aspire 3 bewältigt alle Aufgaben, die im Alltag anfallen, problemlos - egal, ob sie Office-Anwendungen nutzen, Filme streamen oder einfach nur im Internet surfen     HERSTELLERGARANTIE: 24 Monate bei Verkauf und Versand durch Amazon. Bei Verkauf und Versand durch einen Drittanbieter gelten die Angaben des jeweiligen Verkäufers. | LIEFERUMFANG: Acer Aspire 3, Netzteil | TASTATUR: Nummernblock, QWERTZ Layout | TOUCHPAD     
                 › Weitere Produktdetails",‎Acer,‎25.05 x 36.34 x 1.99 cm; 1.9 Kilogramm,‎Schwarz,‎15.6 Zoll,"Nr. 14,980 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 133 in Normale Laptop-Computer","4,3 von 5 Sternen     

                       11 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Auf Lager.,361,‎25.05 x 36.34 x 1.99,‎15.6
